X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,email,date_updated,dis_status,POINT_X,POINT_Y
-118.420759856281,34.0445209469648,3382,Current Services Locator,,Public Safety,Fire Stations,,LA County,La City Fire Station No. 92 - W. Pico Blvd.,10556 W. Pico Blvd.,,Los Angeles,CA,Window Service Hours,,http://www.lafd.org,,,4185,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90064,http://egis3.lacounty.gov/lms/?p=4185,publish,34.04452098,-118.4207598,,2010/11/01 19:50:56+00,,6434205.68330555,1838849.21004531
-118.407553455865,34.0291313965043,3383,Current Services Locator,,Public Safety,Fire Stations,,LA County,La City Station No. 43 - National Blvd.,10234 National Blvd.,,Los Angeles,CA,Window Service Hours,,http://www.lafd.org,,,4186,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90034,http://egis3.lacounty.gov/lms/?p=4186,publish,34.02913143,-118.4075534,,2010/11/01 19:50:56+00,,6438183.69011331,1833232.21110873
-118.217852156245,34.0754928870419,3384,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 1 - Pasadena Ave.,2230 Pasadena Ave.,,Los Angeles,CA,,"Administrative (213) 485-6201, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4187,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90031,http://egis3.lacounty.gov/lms/?p=4187,publish,34.07549292,-118.2178521,,2010/11/01 19:50:56+00,,6495698.67055555,1849925.2098749
-118.263936055914,34.0372605472342,3385,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 10 - S. Olive St.,1335 S. Olive St.,,Los Angeles,CA,,"Administrative (213) 485-6210, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4188,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90015,http://egis3.lacounty.gov/lms/?p=4188,publish,34.03726058,-118.263936,,2010/11/01 19:50:56+00,,6481706.6837758,1836045.21270056
-118.51045855545,34.1928063460256,3386,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 100 - Louise Ave.,6751 Louise Ave.,,Van Nuys,CA,,"Administrative (818) 756-8600, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4189,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,91406,http://egis3.lacounty.gov/lms/?p=4189,publish,34.19280638,-118.5104585,,2010/11/01 19:50:56+00,,6407306.6849383,1892938.2025889
-118.292229856627,34.0335159869562,3387,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 101 - 25Th St.,1414 25Th St.,,San Pedro,CA,,"Administrative (310) 548-7501, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4190,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90732,http://egis3.lacounty.gov/lms/?p=4190,publish,34.03351602,-118.2922298,,2010/11/01 19:50:56+00,,6473130.68419555,1834706.21341006
-118.4206280556,34.1719657968996,3388,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 102 - Burbank Blvd.,13200 Burbank Blvd.,,Van Nuys,CA,,"Administrative (818) 756-8602, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4191,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,91401,http://egis3.lacounty.gov/lms/?p=4191,publish,34.17196583,-118.420628,,2010/11/01 19:50:56+00,,6434439.69005539,1885228.20291705
-118.570728355458,34.221131796202,3389,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 104 - Winnetka Ave.,8349 Winnetka Ave.,,Canoga Park,CA,,"Administrative (818) 756-8604, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4192,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,91306,http://egis3.lacounty.gov/lms/?p=4192,publish,34.22113183,-118.5707283,,2010/11/01 19:50:56+00,,6389139.69404139,1903344.19883722
-118.627564156137,34.2190202564486,3390,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 106 - Roscoe Blvd.,23004 Roscoe Blvd.,,West Hills,CA,,"Administrative (818) 756-8606, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4193,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,91304,http://egis3.lacounty.gov/lms/?p=4193,publish,34.21902029,-118.6275641,,2010/11/01 19:50:56+00,,6371953.70019822,1902678.19787264
-118.574382055806,34.256950076589,3391,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 107 - Devonshire St.,20225 Devonshire St.,,Chatsworth,CA,,"Administrative (818) 756-8607, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4194,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,91311,http://egis3.lacounty.gov/lms/?p=4194,publish,34.25695011,-118.574382,,2010/11/01 19:50:56+00,,6388109.68002531,1916385.19834572
-118.405789755666,34.1282343368872,3392,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 108 - Mulholland Dr.,12520 Mulholland Dr.,,Beverly Hills,CA,,"Administrative (818) 756-8608, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4195,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90210,http://egis3.lacounty.gov/lms/?p=4195,publish,34.12823437,-118.4057897,,2010/11/01 19:50:56+00,,6438863.67464572,1869295.20492747
-118.27576865557,33.7186367470463,3393,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 110 - Miner St.,2945 Miner St.,Berth #44-A,San Pedro,CA,,,http://www.lafd.org,,,4196,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90731,http://egis3.lacounty.gov/lms/?p=4196,publish,33.71863678,-118.2757686,,2010/11/01 19:50:56+00,,6477803.69978389,1720100.22313431
-118.269485755859,33.7332444676992,3394,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 111 - S. Seaside Ave.,1444 S. Seaside Ave.,Berth #256,Terminal Island,CA,,,http://www.lafd.org,,,4197,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90731,http://egis3.lacounty.gov/lms/?p=4197,publish,33.7332445,-118.2694857,,2010/11/01 19:50:56+00,,6479728.70052706,1725411.22432332
-118.279874255828,33.7468525277182,3395,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 112 - S. Harbor Blvd.,444 S. Harbor Blvd.,Berth #86,San Pedro,CA,,,http://www.lafd.org,,,4198,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90731,http://egis3.lacounty.gov/lms/?p=4198,publish,33.74685256,-118.2798742,,2010/11/01 19:50:56+00,,6476583.70025539,1730372.22194722
-118.291428456542,34.0488510371866,3396,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 13 - S. Vermont Ave.,1206 S. Vermont Ave.,,Los Angeles,CA,,"Administrative (213) 485-6213, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4199,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90006,http://egis3.lacounty.gov/lms/?p=4199,publish,34.04885107,-118.2914284,,2010/11/01 19:50:56+00,,6473389.67121039,1840286.21110831
-118.256678256005,34.0126663071514,3397,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 14 - S. Central Ave.,3401 S. Central Ave.,,Los Angeles,CA,,"Administrative (213) 485-6214, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4200,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90011,http://egis3.lacounty.gov/lms/?p=4200,publish,34.01266634,-118.2566782,,2010/11/01 19:50:56+00,,6483882.69090672,1827089.21256797
-118.283578736007,34.0270806865171,3398,Current Services Locator,,Public Safety,Fire Stations,,LA City,Station No. 15 - Hoover St.,3000 Hoover St.,,Los Angeles,CA,,"Administrative (213) 485-6215, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4201,The Department Provides Fire And Rescue Services For People Of All Ages In Los Angeles. Most Services Are Restricted To The City Of Los Angeles.,90007,http://egis3.lacounty.gov/lms/?p=4201,publish,34.02708072,-118.28357868,,2018/05/01 08:08:01+00,,6475745.18257546,1832356.78175722
-118.180434656131,34.0662475472257,3399,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 16 - N. Eastern Ave.,2011 N. Eastern Ave.,,Los Angeles,CA,,"Administrative (213) 485-6216, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4202,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90032,http://egis3.lacounty.gov/lms/?p=4202,publish,34.06624758,-118.1804346,,2010/11/01 19:50:56+00,,6507023.6744803,1846538.2107434
-118.230255306262,34.0252409968602,3400,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 17 - S. Santa Fe Ave.,1601 S. Santa Fe Ave.,,Los Angeles,CA,,"Administrative (213) 485-6217, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4203,The Department Provides Fire And Rescue Services For People Of All Ages In Los Angeles. Most Services Are Restricted To The City Of Los Angeles.,90021,http://egis3.lacounty.gov/lms/?p=4203,publish,34.02524103,-118.23025525,,2011/09/30 15:41:38+00,,6491900.76837447,1831645.98757514
-118.501505655818,34.2895425564475,3401,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 18 - Balboa Blvd.,12050 Balboa Blvd.,,Granada Hills,CA,,"Administrative (818) 756-8618, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4204,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,91344,http://egis3.lacounty.gov/lms/?p=4204,publish,34.28954259,-118.5015056,,2010/11/01 19:50:56+00,,6410189.67654763,1928128.19946598
-118.213442456267,34.0491294765393,3402,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 2 - E. Cesar Chavez Ave.,1962 E. Cesar E. Chavez Ave.,,Los Angeles,CA,,"Administrative (213) 485-6202, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4205,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90033,http://egis3.lacounty.gov/lms/?p=4205,publish,34.04912951,-118.2134424,,2010/11/01 19:50:56+00,,6497013.67579955,1840328.2133209
-118.265303856782,34.0772335665363,3403,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 20 - Sunset Blvd.,2144 Sunset Blvd.,,Los Angeles,CA,,"Administrative (213) 485-6220, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4206,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90026,http://egis3.lacounty.gov/lms/?p=4206,publish,34.0772336,-118.2653038,,2010/11/01 19:50:56+00,,6481330.68190314,1850593.20886698
-118.32999565579,34.0956470863251,3404,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 27 - N. Cole Ave.,1327 N. Cole Ave.,,Los Angeles,CA,,"Administrative (213) 485-6227, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4207,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90028,http://egis3.lacounty.gov/lms/?p=4207,publish,34.09564712,-118.3299956,,2010/11/01 19:50:56+00,,6461762.68855889,1857352.20978464
-118.563610256236,34.2780909365953,3405,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 28 - Corbin Ave.,11641 Corbin Ave.,,Northridge,CA,,"Administrative (818) 756-9728, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4208,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,91326,http://egis3.lacounty.gov/lms/?p=4208,publish,34.27809097,-118.5636102,,2010/11/01 19:50:56+00,,6391407.69147389,1924060.19710331
-118.273760256229,33.9811712467349,3406,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 33 - S. Main St.,6406 S. Main St.,,Los Angeles,CA,,"Administrative (213) 485-6233, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4209,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90003,http://egis3.lacounty.gov/lms/?p=4209,publish,33.98117128,-118.2737602,,2010/11/01 19:50:56+00,,6478674.70033847,1815641.21315432
-118.324929756127,34.0210889672733,3407,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 34 - 7Th Ave.,3661 7Th Ave.,,Los Angeles,CA,,"Administrative (213) 485-6234, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4210,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90018,http://egis3.lacounty.gov/lms/?p=4210,publish,34.021089,-118.3249297,,2010/11/01 19:50:56+00,,6463208.69813405,1830214.21156731
-118.261614555807,33.7814004570942,3408,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 38 - 'I' St.,124 I St.,,Wilmington,CA,,"Administrative (310) 548-7538, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4211,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90744,http://egis3.lacounty.gov/lms/?p=4211,publish,33.78140049,-118.2616145,,2010/11/01 19:50:56+00,,6482167.67727639,1742930.22274981
-118.447291555691,34.1843538163936,3409,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 39 - Sylvan St.,14415 Sylvan St.,,Van Nuys,CA,,"Administrative (818) 756-8639, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4212,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,91401,http://egis3.lacounty.gov/lms/?p=4212,publish,34.18435385,-118.4472915,,2010/11/01 19:50:56+00,,6426394.68547614,1889771.20203315
-118.235354856773,34.0605968265579,3410,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 4 - N. Main St.,800 N. Main St.,,Los Angeles,CA,,"Administrative (213) 485-6204, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4213,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90012,http://egis3.lacounty.gov/lms/?p=4213,publish,34.06059686,-118.2353548,,2010/11/01 19:50:56+00,,6490385.6841343,1844516.21117848
-118.211886956056,34.1388172365391,3411,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 42 - Colorado Blvd.,2021 Colorado Blvd.,,Los Angeles,CA,,"Administrative (213) 485-6242, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4214,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90041,http://egis3.lacounty.gov/lms/?p=4214,publish,34.13881727,-118.2118869,,2010/11/01 19:50:56+00,,6497553.67275105,1872966.21038073
-118.230875856525,34.0969543067883,3412,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 44 - Cypress Ave.,1410 Cypress Ave.,,Los Angeles,CA,,"Administrative (213) 485-6244, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4215,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90065,http://egis3.lacounty.gov/lms/?p=4215,publish,34.09695434,-118.2308758,,2010/11/01 19:50:56+00,,6491772.67840755,1857744.20900065
-118.290317056152,33.7295222071601,3413,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 48 - S. Grand Ave.,1601 S. Grand Ave.,,San Pedro,CA,,"Administrative (310) 548-7548, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4216,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90731,http://egis3.lacounty.gov/lms/?p=4216,publish,33.72952224,-118.290317,,2010/11/01 19:50:56+00,,6473390.69975163,1724074.22273223
-118.256993955824,33.7651132077464,3414,Current Services Locator,,Public Safety,Fire Stations,,LA County,"Station No. 49 - Yacht St., Berth 194",400 Yacht St.,Berth 194,Wilmington,CA,,,http://www.lafd.org,,,4217,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90744,http://egis3.lacounty.gov/lms/?p=4217,publish,33.76511324,-118.2569939,,2010/11/01 19:50:56+00,,6483556.68499705,1736999.22378506
-118.244472456021,34.1154317564308,3415,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 50 - Fletcher Dr.,3036 Fletcher Dr.,,Los Angeles,CA,,"Administrative (213) 485-6250, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4218,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90065,http://egis3.lacounty.gov/lms/?p=4218,publish,34.11543179,-118.2444724,,2010/11/01 19:50:56+00,,6487672.66987531,1864478.21095257
-118.396438756276,33.9422642365671,3416,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 51 - Sepulveda Blvd.,10435 Sepulveda Blvd.,,Los Angeles,CA,,"Administrative (213) 485-6251, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4219,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90045,http://egis3.lacounty.gov/lms/?p=4219,publish,33.94226427,-118.3964387,,2010/11/01 19:50:56+00,,6441426.69182938,1801606.21464956
-118.308105856109,34.0837955868526,3417,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 52 - Melrose Ave.,4957 Melrose Ave.,,Los Angeles,CA,,,http://www.lafd.org,,,4220,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90029,http://egis3.lacounty.gov/lms/?p=4220,publish,34.08379562,-118.3081058,,2010/11/01 19:50:56+00,,6468376.68156447,1853018.21057865
-118.218969556239,34.1239276169257,3418,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 55 - E. York Blvd.,4455 E. York Blvd.,,Eagle Rock,CA,,"Administrative (213) 485-6255, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4221,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90041,http://egis3.lacounty.gov/lms/?p=4221,publish,34.12392765,-118.2189695,,2010/11/01 19:50:56+00,,6495398.68821588,1867552.20972581
-118.264041056498,34.1071606970769,3419,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 56 - Rowena Ave.,2759 Rowena Ave.,,Los Angeles,CA,,"Administrative (213) 485-6256, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4222,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90039,http://egis3.lacounty.gov/lms/?p=4222,publish,34.10716073,-118.264041,,2010/11/01 19:50:56+00,,6481741.69223598,1861483.21103705
-118.291307456496,33.9685971772781,3420,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 57 - S. Vermont Ave.,7800 S. Vermont Ave.,,Los Angeles,CA,,"Administrative (213) 485-6257, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4223,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90044,http://egis3.lacounty.gov/lms/?p=4223,publish,33.96859721,-118.2913074,,2010/11/01 19:50:56+00,,6473341.6847578,1811080.21538655
-118.286617656741,34.077495387075,3421,Current Services Locator,,Public Safety,Fire Stations,,LA County,Station No. 6 - N. Virgil Ave.,326 N. Virgil Ave.,,Los Angeles,CA,,"Administrative (213) 485-6206, Dispatch - 24 hours - English/Spanish Service/Intake (213) 485-618",http://www.lafd.org,,,4224,The Department Provides Fire And Rescue Services  For People Of All Ages In Los Angeles.  Most Services Are Restricted To The City Of Los Angeles.,90004,http://egis3.lacounty.gov/lms/?p=4224,publish,34.07749542,-118.2866176,,2010/11/01 19:50:56+00,,6474876.6974358,1850706.20929715
