Station,Date,WeatherType
VNY,19420625,80
VNY,19420626,80
VNY,19420627,80
VNY,19420628,80
VNY,19420629,80
VNY,19420630,80
VNY,19420701,80
VNY,19420702,80
VNY,19420703,80
VNY,19420704,80
VNY,19420705,80
VNY,19420706,80
VNY,19420707,80
VNY,19420708,80
VNY,19420709,80
VNY,19420710,80
VNY,19420711,80
VNY,19420712,80
VNY,19420713,80
VNY,19420714,80
VNY,19420715,80
VNY,19420716,80
VNY,19420717,80
VNY,19420718,80
VNY,19420719,80
VNY,19420720,80
VNY,19420721,80
VNY,19420722,80
VNY,19420723,80
VNY,19420724,80
VNY,19420725,80
VNY,19420726,80
VNY,19420727,80
VNY,19420728,80
VNY,19420729,80
VNY,19420730,80
VNY,19420731,80
VNY,19420801,80
VNY,19420802,80
VNY,19420803,80
VNY,19420804,80
VNY,19420805,80
VNY,19420806,80
VNY,19420807,80
VNY,19420808,80
VNY,19420809,80
VNY,19420810,80
VNY,19420811,80
VNY,19420812,80
VNY,19420813,80
VNY,19420814,80
VNY,19420815,80
VNY,19420816,80
VNY,19420817,80
VNY,19420818,80
VNY,19420819,80
VNY,19420820,80
VNY,19420821,80
VNY,19420822,80
VNY,19420823,80
VNY,19420824,80
VNY,19420825,80
VNY,19420826,80
VNY,19420827,80
VNY,19420828,80
VNY,19420829,80
VNY,19420830,80
VNY,19420831,80
VNY,19420901,80
VNY,19420902,80
VNY,19420903,80
VNY,19420904,80
VNY,19420905,80
VNY,19420906,80
VNY,19420907,80
VNY,19420908,80
VNY,19420909,80
VNY,19420910,80
VNY,19420911,80
VNY,19420912,80
VNY,19420913,80
VNY,19420914,80
VNY,19420915,80
VNY,19420916,80
VNY,19420917,80
VNY,19420918,80
VNY,19420919,80
VNY,19420920,80
VNY,19420921,80
VNY,19420922,80
VNY,19420923,80
VNY,19420924,80
VNY,19420925,80
VNY,19420926,80
VNY,19420927,80
VNY,19420928,80
VNY,19420929,80
VNY,19420930,80
VNY,19421001,80
VNY,19421002,80
VNY,19421003,80
VNY,19421004,80
VNY,19421005,80
VNY,19421006,80
VNY,19421007,80
VNY,19421008,80
VNY,19421009,80
VNY,19421010,80
VNY,19421011,80
VNY,19421012,80
VNY,19421013,80
VNY,19421014,80
VNY,19421015,80
VNY,19421016,80
VNY,19421017,80
VNY,19421018,80
VNY,19421019,80
VNY,19421020,80
VNY,19421021,80
VNY,19421022,80
VNY,19421023,80
VNY,19421024,80
VNY,19421025,80
VNY,19421026,80
VNY,19421027,80
VNY,19421028,80
VNY,19421029,80
VNY,19421030,80
VNY,19421031,80
VNY,19421101,80
VNY,19421102,80
VNY,19421103,80
VNY,19421104,80
VNY,19421105,80
VNY,19421106,80
VNY,19421107,80
VNY,19421108,80
VNY,19421109,80
VNY,19421110,80
VNY,19421111,80
VNY,19421112,80
VNY,19421113,80
VNY,19421114,80
VNY,19421115,80
VNY,19421116,80
VNY,19421117,80
VNY,19421118,80
VNY,19421119,80
VNY,19421120,80
VNY,19421121,80
VNY,19421122,80
VNY,19421123,80
VNY,19421124,80
VNY,19421125,80
VNY,19421126,80
VNY,19421127,80
VNY,19421128,80
VNY,19421129,80
VNY,19421130,80
VNY,19421201,80
VNY,19421202,80
VNY,19421203,80
VNY,19421204,80
VNY,19421205,80
VNY,19421206,80
VNY,19421207,80
VNY,19421208,80
VNY,19421209,80
VNY,19421210,80
VNY,19421211,80
VNY,19421212,80
VNY,19421213,80
VNY,19421214,80
VNY,19421215,80
VNY,19421216,80
VNY,19421217,80
VNY,19421218,80
VNY,19421219,80
VNY,19421220,80
VNY,19421221,80
VNY,19421222,80
VNY,19421223,80
VNY,19421224,80
VNY,19421225,80
VNY,19421226,80
VNY,19421227,80
VNY,19421228,80
VNY,19421229,80
VNY,19421230,80
VNY,19421231,80
VNY,19430101,80
VNY,19430102,80
VNY,19430103,80
VNY,19430104,80
VNY,19430105,80
VNY,19430106,80
VNY,19430107,80
VNY,19430108,80
VNY,19430109,80
VNY,19430110,80
VNY,19430111,80
VNY,19430112,80
VNY,19430113,80
VNY,19430114,80
VNY,19430115,80
VNY,19430116,80
VNY,19430117,80
VNY,19430118,80
VNY,19430119,80
VNY,19430120,80
VNY,19430121,80
VNY,19430122,80
VNY,19430123,80
VNY,19430124,80
VNY,19430125,80
VNY,19430126,80
VNY,19430127,80
VNY,19430128,80
VNY,19430129,80
VNY,19430130,80
VNY,19430131,80
VNY,19430201,80
VNY,19430202,80
VNY,19430203,80
VNY,19430204,80
VNY,19430205,80
VNY,19430206,80
VNY,19430207,80
VNY,19430208,80
VNY,19430209,80
VNY,19430210,80
VNY,19430211,80
VNY,19430212,80
VNY,19430213,80
VNY,19430214,80
VNY,19430215,80
VNY,19430216,80
VNY,19430217,80
VNY,19430218,80
VNY,19430219,80
VNY,19430220,80
VNY,19430221,80
VNY,19430222,80
VNY,19430223,80
VNY,19430224,80
VNY,19430225,80
VNY,19430226,80
VNY,19430227,80
VNY,19430228,80
VNY,19430301,80
VNY,19430302,80
VNY,19430303,80
VNY,19430304,80
VNY,19430305,80
VNY,19430306,80
VNY,19430307,80
VNY,19430308,80
VNY,19430309,80
VNY,19430310,80
VNY,19430311,80
VNY,19430312,80
VNY,19430313,80
VNY,19430314,80
VNY,19430315,80
VNY,19430316,80
VNY,19430317,80
VNY,19430318,80
VNY,19430319,80
VNY,19430320,80
VNY,19430321,80
VNY,19430322,80
VNY,19430323,80
VNY,19430324,80
VNY,19430325,80
VNY,19430326,80
VNY,19430327,80
VNY,19430328,80
VNY,19430329,80
VNY,19430330,80
VNY,19430331,80
VNY,19430401,80
VNY,19430402,80
VNY,19430403,80
VNY,19430404,80
VNY,19430405,80
VNY,19430406,80
VNY,19430407,80
VNY,19430408,80
VNY,19430409,80
VNY,19430410,80
VNY,19430411,80
VNY,19430412,80
VNY,19430413,80
VNY,19430414,80
VNY,19430415,80
VNY,19430416,80
VNY,19430417,80
VNY,19430418,80
VNY,19430419,80
VNY,19430420,80
VNY,19430421,80
VNY,19430422,80
VNY,19430423,80
VNY,19430424,80
VNY,19430425,80
VNY,19430426,80
VNY,19430427,80
VNY,19430428,80
VNY,19430429,80
VNY,19430430,80
VNY,19430501,80
VNY,19430502,80
VNY,19430503,80
VNY,19430504,80
VNY,19430505,80
VNY,19430506,80
VNY,19430507,80
VNY,19430508,80
VNY,19430509,80
VNY,19430510,80
VNY,19430511,80
VNY,19430512,80
VNY,19430513,80
VNY,19430514,80
VNY,19430515,80
VNY,19430516,80
VNY,19430517,80
VNY,19430518,80
VNY,19430519,80
VNY,19430520,80
VNY,19430521,80
VNY,19430522,80
VNY,19430523,80
VNY,19430524,80
VNY,19430525,80
VNY,19430526,80
VNY,19430527,80
VNY,19430528,80
VNY,19430529,80
VNY,19430530,80
VNY,19430531,80
VNY,19430601,80
VNY,19430602,80
VNY,19430603,80
VNY,19430604,80
VNY,19430605,80
VNY,19430606,80
VNY,19430607,80
VNY,19430608,80
VNY,19430609,80
VNY,19430610,80
VNY,19430611,80
VNY,19430612,80
VNY,19430613,80
VNY,19430614,80
VNY,19430615,80
VNY,19430616,80
VNY,19430617,80
VNY,19430618,80
VNY,19430619,80
VNY,19430620,80
VNY,19430621,80
VNY,19430622,70
VNY,19430623,30
VNY,19430624,10
VNY,19430625,10
VNY,19430626,30
VNY,19430627,70
VNY,19430628,10
VNY,19430629,10
VNY,19430630,71
VNY,19430701,20
VNY,19430702,20
VNY,19430703,20
VNY,19430704,20
VNY,19430705,20
VNY,19430706,20
VNY,19430707,72
VNY,19430708,73
VNY,19430709,70
VNY,19430710,10
VNY,19430711,40
VNY,19430712,40
VNY,19430713,50
VNY,19430714,20
VNY,19430715,50
VNY,19430716,50
VNY,19430717,20
VNY,19430718,70
VNY,19430719,20
VNY,19430720,20
VNY,19430721,70
VNY,19430722,10
VNY,19430723,70
VNY,19430724,70
VNY,19430725,30
VNY,19430726,80
VNY,19430727,30
VNY,19430728,40
VNY,19430729,60
VNY,19430730,10
VNY,19430731,10
VNY,19430801,40
VNY,19430802,40
VNY,19430803,40
VNY,19430804,60
VNY,19430805,40
VNY,19430806,40
VNY,19430807,20
VNY,19430808,10
VNY,19430809,10
VNY,19430810,10
VNY,19430811,10
VNY,19430812,10
VNY,19430813,20
VNY,19430814,10
VNY,19430815,10
VNY,19430816,10
VNY,19430817,10
VNY,19430818,10
VNY,19430819,70
VNY,19430820,20
VNY,19430821,20
VNY,19430822,40
VNY,19430823,50
VNY,19430824,20
VNY,19430825,20
VNY,19430826,10
VNY,19430827,70
VNY,19430828,10
VNY,19430829,10
VNY,19430830,20
VNY,19430831,20
VNY,19430901,10
VNY,19430902,10
VNY,19430903,10
VNY,19430904,10
VNY,19430905,20
VNY,19430906,20
VNY,19430907,20
VNY,19430908,20
VNY,19430909,10
VNY,19430910,10
VNY,19430911,30
VNY,19430912,30
VNY,19430913,30
VNY,19430914,10
VNY,19430915,20
VNY,19430916,10
VNY,19430917,10
VNY,19430918,70
VNY,19430919,10
VNY,19430920,30
VNY,19430921,80
VNY,19430922,80
VNY,19430923,10
VNY,19430924,10
VNY,19430925,40
VNY,19430926,40
VNY,19430927,20
VNY,19430928,10
VNY,19430929,10
VNY,19430930,70
VNY,19431001,30
VNY,19431002,60
VNY,19431003,30
VNY,19431004,30
VNY,19431005,30
VNY,19431006,60
VNY,19431007,40
VNY,19431008,40
VNY,19431009,40
VNY,19431010,60
VNY,19431011,70
VNY,19431012,30
VNY,19431013,10
VNY,19431014,10
VNY,19431015,10
VNY,19431016,10
VNY,19431017,40
VNY,19431018,40
VNY,19431019,20
VNY,19431020,50
VNY,19431021,50
VNY,19431022,20
VNY,19431023,20
VNY,19431024,20
VNY,19431025,10
VNY,19431026,20
VNY,19431027,50
VNY,19431028,20
VNY,19431029,20
VNY,19431030,20
VNY,19431031,20
VNY,19431101,30
VNY,19431102,30
VNY,19431103,30
VNY,19431104,30
VNY,19431105,10
VNY,19431106,71
VNY,19431107,31
VNY,19431108,31
VNY,19431109,31
VNY,19431110,30
VNY,19431111,30
VNY,19431112,20
VNY,19431113,20
VNY,19431114,20
VNY,19431115,10
VNY,19431116,10
VNY,19431117,40
VNY,19431118,40
VNY,19431119,50
VNY,19431120,10
VNY,19431121,50
VNY,19431122,20
VNY,19431123,20
VNY,19431124,20
VNY,19431125,30
VNY,19431126,30
VNY,19431127,20
VNY,19431128,10
VNY,19431129,30
VNY,19431130,20
VNY,19431201,40
VNY,19431202,70
VNY,19431203,31
VNY,19431204,30
VNY,19431205,50
VNY,19431206,50
VNY,19431207,40
VNY,19431208,70
VNY,19431209,40
VNY,19431210,70
VNY,19431211,40
VNY,19431212,40
VNY,19431213,10
VNY,19431214,10
VNY,19431215,10
VNY,19431216,10
VNY,19431217,10
VNY,19431218,40
VNY,19431219,40
VNY,19431220,40
VNY,19431221,50
VNY,19431222,50
VNY,19431223,10
VNY,19431224,10
VNY,19431225,70
VNY,19431226,40
VNY,19431227,40
VNY,19431228,50
VNY,19431229,50
VNY,19431230,50
VNY,19431231,50
VNY,19440101,10
VNY,19440102,50
VNY,19440103,50
VNY,19440104,50
VNY,19440105,10
VNY,19440106,40
VNY,19440107,10
VNY,19440108,10
VNY,19440109,10
VNY,19440110,50
VNY,19440111,10
VNY,19440112,10
VNY,19440113,10
VNY,19440114,10
VNY,19440115,10
VNY,19440116,30
VNY,19440117,40
VNY,19440118,62
VNY,19440119,62
VNY,19440120,40
VNY,19440121,10
VNY,19440122,10
VNY,19440123,70
VNY,19440124,50
VNY,19440125,70
VNY,19440126,50
VNY,19440127,50
VNY,19440128,80
VNY,19440129,10
VNY,19440130,40
VNY,19440131,40
VNY,19440201,40
VNY,19440202,10
VNY,19440203,50
VNY,19440204,40
VNY,19440205,30
VNY,19440206,70
VNY,19440207,10
VNY,19440208,40
VNY,19440209,20
VNY,19440210,70
VNY,19440211,70
VNY,19440212,70
VNY,19440213,70
VNY,19440214,70
VNY,19440215,72
VNY,19440216,10
VNY,19440217,50
VNY,19440218,10
VNY,19440219,70
VNY,19440220,50
VNY,19440221,50
VNY,19440222,40
VNY,19440223,50
VNY,19440224,40
VNY,19440225,50
VNY,19440226,50
VNY,19440227,70
VNY,19440228,50
VNY,19440229,50
VNY,19440301,50
VNY,19440302,50
VNY,19440303,50
VNY,19440304,50
VNY,19440305,40
VNY,19440306,10
VNY,19440307,70
VNY,19440308,70
VNY,19440309,31
VNY,19440310,10
VNY,19440311,40
VNY,19440312,40
VNY,19440313,40
VNY,19440314,50
VNY,19440315,20
VNY,19440316,70
VNY,19440317,30
VNY,19440318,10
VNY,19440319,40
VNY,19440320,70
VNY,19440321,10
VNY,19440322,70
VNY,19440323,70
VNY,19440324,70
VNY,19440325,70
VNY,19440326,30
VNY,19440327,30
VNY,19440328,30
VNY,19440329,70
VNY,19440330,30
VNY,19440331,10
VNY,19440401,10
VNY,19440402,10
VNY,19440403,10
VNY,19440404,10
VNY,19440405,10
VNY,19440406,10
VNY,19440407,10
VNY,19440408,71
VNY,19440409,70
VNY,19440410,20
VNY,19440411,10
VNY,19440412,40
VNY,19440413,50
VNY,19440414,20
VNY,19440415,70
VNY,19440416,70
VNY,19440417,70
VNY,19440418,10
VNY,19440419,10
VNY,19440420,10
VNY,19440421,70
VNY,19440422,20
VNY,19440423,10
VNY,19440424,50
VNY,19440425,20
VNY,19440426,10
VNY,19440427,50
VNY,19440428,50
VNY,19440429,20
VNY,19440430,50
VNY,19440501,20
VNY,19440502,50
VNY,19440503,10
VNY,19440504,30
VNY,19440505,30
VNY,19440506,10
VNY,19440507,40
VNY,19440508,40
VNY,19440509,50
VNY,19440510,50
VNY,19440511,20
VNY,19440512,20
VNY,19440513,20
VNY,19440514,20
VNY,19440515,40
VNY,19440516,20
VNY,19440517,20
VNY,19440518,50
VNY,19440519,80
VNY,19440520,50
VNY,19440521,40
VNY,19440522,40
VNY,19440523,50
VNY,19440524,20
VNY,19440525,20
VNY,19440526,10
VNY,19440527,40
VNY,19440528,10
VNY,19440529,40
VNY,19440530,40
VNY,19440531,40
VNY,19440601,50
VNY,19440602,50
VNY,19440603,70
VNY,19440604,70
VNY,19440605,30
VNY,19440606,40
VNY,19440607,50
VNY,19440608,50
VNY,19440609,50
VNY,19440610,50
VNY,19440611,50
VNY,19440612,50
VNY,19440613,40
VNY,19440614,50
VNY,19440615,20
VNY,19440616,20
VNY,19440617,20
VNY,19440618,20
VNY,19440619,73
VNY,19440620,20
VNY,19440621,50
VNY,19440622,10
VNY,19440623,50
VNY,19440624,20
VNY,19440625,20
VNY,19440626,40
VNY,19440627,20
VNY,19440628,10
VNY,19440629,10
VNY,19440630,10
VNY,19440701,20
VNY,19440702,50
VNY,19440703,50
VNY,19440704,20
VNY,19440705,70
VNY,19440706,20
VNY,19440707,50
VNY,19440708,50
VNY,19440709,50
VNY,19440710,20
VNY,19440711,20
VNY,19440712,20
VNY,19440713,50
VNY,19440714,20
VNY,19440715,20
VNY,19440716,20
VNY,19440717,10
VNY,19440718,10
VNY,19440719,30
VNY,19440720,10
VNY,19440721,10
VNY,19440722,70
VNY,19440723,20
VNY,19440724,50
VNY,19440725,20
VNY,19440726,20
VNY,19440727,40
VNY,19440728,10
VNY,19440729,20
VNY,19440730,40
VNY,19440731,40
VNY,19440801,20
VNY,19440802,10
VNY,19440803,10
VNY,19440804,10
VNY,19440805,10
VNY,19440806,10
VNY,19440807,10
VNY,19440808,50
VNY,19440809,40
VNY,19440810,10
VNY,19440811,70
VNY,19440812,60
VNY,19440813,40
VNY,19440814,60
VNY,19440815,10
VNY,19440816,20
VNY,19440817,10
VNY,19440818,10
VNY,19440819,10
VNY,19440820,10
VNY,19440821,10
VNY,19440822,10
VNY,19440823,10
VNY,19440824,10
VNY,19440825,10
VNY,19440826,80
VNY,19440827,10
VNY,19440828,70
VNY,19440829,70
VNY,19440830,10
VNY,19440831,50
VNY,19440901,40
VNY,19440902,40
VNY,19440903,10
VNY,19440904,10
VNY,19440905,10
VNY,19440906,80
VNY,19440907,80
VNY,19440908,30
VNY,19440909,40
VNY,19440910,40
VNY,19440911,40
VNY,19440912,40
VNY,19440913,40
VNY,19440914,40
VNY,19440915,40
VNY,19440916,40
VNY,19440917,50
VNY,19440918,50
VNY,19440919,50
VNY,19440920,20
VNY,19440921,20
VNY,19440922,70
VNY,19440923,33
VNY,19440924,83
VNY,19440925,83
VNY,19440926,10
VNY,19440927,10
VNY,19440928,50
VNY,19440929,50
VNY,19440930,50
VNY,19441001,10
VNY,19441002,70
VNY,19441003,30
VNY,19441004,10
VNY,19441005,10
VNY,19441006,10
VNY,19441007,50
VNY,19441008,10
VNY,19441009,10
VNY,19441010,50
VNY,19441011,20
VNY,19441012,20
VNY,19441013,20
VNY,19441014,10
VNY,19441015,10
VNY,19441016,20
VNY,19441017,10
VNY,19441018,10
VNY,19441019,10
VNY,19441020,10
VNY,19441021,10
VNY,19441022,20
VNY,19441023,10
VNY,19441024,10
VNY,19441025,10
VNY,19441026,10
VNY,19441027,10
VNY,19441028,10
VNY,19441029,10
VNY,19441030,50
VNY,19441031,50
VNY,19441101,40
VNY,19441102,40
VNY,19441103,10
VNY,19441104,40
VNY,19441105,40
VNY,19441106,50
VNY,19441107,40
VNY,19441108,10
VNY,19441109,50
VNY,19441110,40
VNY,19441111,70
VNY,19441112,70
VNY,19441113,50
VNY,19441114,50
VNY,19441115,40
VNY,19441116,40
VNY,19441117,10
VNY,19441118,50
VNY,19441119,20
VNY,19441120,70
VNY,19441121,70
VNY,19441122,40
VNY,19441123,70
VNY,19441124,72
VNY,19441125,40
VNY,19441126,50
VNY,19441127,10
VNY,19441128,20
VNY,19441129,50
VNY,19441130,50
VNY,19441201,40
VNY,19441202,70
VNY,19441203,40
VNY,19441204,10
VNY,19441205,30
VNY,19441206,30
VNY,19441207,10
VNY,19441208,10
VNY,19441209,30
VNY,19441210,40
VNY,19441211,30
VNY,19441212,30
VNY,19441213,31
VNY,19441214,10
VNY,19441215,10
VNY,19441216,10
VNY,19441217,10
VNY,19441218,30
VNY,19441219,10
VNY,19441220,30
VNY,19441221,40
VNY,19441222,40
VNY,19441223,40
VNY,19441224,50
VNY,19441225,10
VNY,19441226,10
VNY,19441227,50
VNY,19441228,50
VNY,19441229,50
VNY,19441230,50
VNY,19441231,40
VNY,19450101,40
VNY,19450102,40
VNY,19450103,10
VNY,19450104,10
VNY,19450105,10
VNY,19450106,10
VNY,19450107,10
VNY,19450108,30
VNY,19450109,10
VNY,19450110,40
VNY,19450111,10
VNY,19450112,10
VNY,19450113,30
VNY,19450114,30
VNY,19450115,50
VNY,19450116,70
VNY,19450117,10
VNY,19450118,10
VNY,19450119,70
VNY,19450120,70
VNY,19450121,20
VNY,19450122,50
VNY,19450123,70
VNY,19450124,10
VNY,19450125,40
VNY,19450126,40
VNY,19450127,50
VNY,19450128,10
VNY,19450129,10
VNY,19450130,10
VNY,19450131,50
VNY,19450201,40
VNY,19450202,40
VNY,19450203,40
VNY,19450204,10
VNY,19450205,10
VNY,19450206,40
VNY,19450207,31
VNY,19450208,70
VNY,19450209,70
VNY,19450210,61
VNY,19450211,70
VNY,19450212,60
VNY,19450213,40
VNY,19450214,40
VNY,19450215,40
VNY,19450216,40
VNY,19450217,40
VNY,19450218,40
VNY,19450219,50
VNY,19450220,10
VNY,19450221,10
VNY,19450222,10
VNY,19450223,70
VNY,19450224,10
VNY,19450225,20
VNY,19450226,70
VNY,19450227,50
VNY,19450228,50
VNY,19450301,50
VNY,19450302,50
VNY,19450303,50
VNY,19450304,50
VNY,19450305,70
VNY,19450306,20
VNY,19450307,20
VNY,19450308,10
VNY,19450309,10
VNY,19450310,10
VNY,19450311,10
VNY,19450312,10
VNY,19450313,40
VNY,19450314,50
VNY,19450315,70
VNY,19450316,50
VNY,19450317,50
VNY,19450318,10
VNY,19450319,10
VNY,19450320,70
VNY,19450321,50
VNY,19450322,50
VNY,19450323,50
VNY,19450324,10
VNY,19450325,20
VNY,19450326,50
VNY,19450327,20
VNY,19450328,10
VNY,19450329,70
VNY,19450330,70
VNY,19450331,70
VNY,19450401,50
VNY,19450402,70
VNY,19450403,70
VNY,19450404,70
VNY,19450405,30
VNY,19450406,30
VNY,19450407,10
VNY,19450408,70
VNY,19450409,70
VNY,19450410,70
VNY,19450411,20
VNY,19450412,50
VNY,19450413,70
VNY,19450414,10
VNY,19450415,10
VNY,19450416,10
VNY,19450417,10
VNY,19450418,10
VNY,19450419,10
VNY,19450420,10
VNY,19450421,40
VNY,19450422,40
VNY,19450423,10
VNY,19450424,40
VNY,19450425,40
VNY,19450426,71
VNY,19450427,10
VNY,19450428,10
VNY,19450429,30
VNY,19450430,10
VNY,19450501,50
VNY,19450502,20
VNY,19450503,10
VNY,19450504,20
VNY,19450505,20
VNY,19450506,20
VNY,19450507,50
VNY,19450508,50
VNY,19450509,50
VNY,19450510,20
VNY,19450511,50
VNY,19450512,40
VNY,19450513,50
VNY,19450514,10
VNY,19450515,70
VNY,19450516,70
VNY,19450517,10
VNY,19450518,20
VNY,19450519,20
VNY,19450520,70
VNY,19450521,70
VNY,19450522,10
VNY,19450523,20
VNY,19450524,20
VNY,19450525,10
VNY,19450526,20
VNY,19450527,20
VNY,19450528,20
VNY,19450529,50
VNY,19450530,50
VNY,19450531,40
VNY,19450601,20
VNY,19450602,50
VNY,19450603,50
VNY,19450604,50
VNY,19450605,50
VNY,19450606,50
VNY,19450607,20
VNY,19450608,20
VNY,19450609,70
VNY,19450610,50
VNY,19450611,20
VNY,19450612,10
VNY,19450613,70
VNY,19450614,40
VNY,19450615,40
VNY,19450616,10
VNY,19450617,70
VNY,19450618,10
VNY,19450619,10
VNY,19450620,40
VNY,19450621,40
VNY,19450622,40
VNY,19450623,10
VNY,19450624,50
VNY,19450625,70
VNY,19450626,20
VNY,19450627,50
VNY,19450628,40
VNY,19450629,20
VNY,19450630,40
VNY,19450701,50
VNY,19450702,50
VNY,19450703,50
VNY,19450704,50
VNY,19450705,20
VNY,19450706,20
VNY,19450707,50
VNY,19450708,40
VNY,19450709,10
VNY,19450710,10
VNY,19450711,10
VNY,19450712,10
VNY,19450713,10
VNY,19450714,40
VNY,19450715,20
VNY,19450716,20
VNY,19450717,20
VNY,19450718,20
VNY,19450719,10
VNY,19450720,10
VNY,19450721,10
VNY,19450722,60
VNY,19450723,60
VNY,19450724,60
VNY,19450725,10
VNY,19450726,10
VNY,19450727,40
VNY,19450728,70
VNY,19450729,10
VNY,19450730,10
VNY,19450731,10
VNY,19450801,60
VNY,19450802,70
VNY,19450803,60
VNY,19450804,70
VNY,19450805,10
VNY,19450806,60
VNY,19450807,70
VNY,19450808,10
VNY,19450809,10
VNY,19450810,10
VNY,19450811,10
VNY,19450812,10
VNY,19450813,10
VNY,19450814,70
VNY,19450815,10
VNY,19450816,71
VNY,19450817,70
VNY,19450818,60
VNY,19450819,40
VNY,19450820,60
VNY,19450821,10
VNY,19450822,10
VNY,19450823,10
VNY,19450824,70
VNY,19450825,70
VNY,19450826,40
VNY,19450827,40
VNY,19450828,40
VNY,19450829,50
VNY,19450830,20
VNY,19450831,10
VNY,19450901,60
VNY,19450902,60
VNY,19450903,61
VNY,19450904,70
VNY,19450905,70
VNY,19450906,70
VNY,19450907,70
VNY,19450908,10
VNY,19450909,60
VNY,19450910,30
VNY,19450911,60
VNY,19450912,60
VNY,19450913,10
VNY,19450914,10
VNY,19450915,10
VNY,19450916,40
VNY,19450917,40
VNY,19450918,40
VNY,19450919,40
VNY,19450920,50
VNY,19450921,40
VNY,19450922,50
VNY,19450923,20
VNY,19450924,20
VNY,19450925,10
VNY,19450926,10
VNY,19450927,20
VNY,19450928,70
VNY,19450929,70
VNY,19450930,30
VNY,19451001,30
VNY,19451002,70
VNY,19451003,30
VNY,19451004,70
VNY,19451005,40
VNY,19451006,40
VNY,19451007,40
VNY,19451008,40
VNY,19451009,40
VNY,19451010,10
VNY,19451011,40
VNY,19451012,10
VNY,19451013,10
VNY,19451014,40
VNY,19451015,40
VNY,19451016,40
VNY,19451017,40
VNY,19451018,40
VNY,19451019,10
VNY,19451020,40
VNY,19451021,10
VNY,19451022,40
VNY,19451023,71
VNY,19451024,30
VNY,19451025,70
VNY,19451026,10
VNY,19451027,20
VNY,19451028,20
